fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,hs_grad_2017,bachelors_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,unemployment_rate_2017
17017,Illinois,Cass County,12505,6.4,16.4,40.2,2.31,0.02,0.16,0.17,1.34,0.61,18.77,76.2,84.5,13.4,50156,13.1,24.8,16.5,8.3,4.47
17019,Illinois,Champaign County,209399,5.6,11.6,29.7,6.54,0.08,5.17,0.03,0.44,1.38,5.75,68.34,95.1,43.9,49586,21.4,20.8,18.6,5.8,4.24
17021,Illinois,Christian County,33102,5.1,18.7,42.7,0.83,0.13,0.32,0.04,0.06,0.33,1.56,95.21,88.9,16.4,50668,12.8,20.3,17.4,5.6,5.23
17023,Illinois,Clark County,15767,5.9,18.7,43,0.16,0.03,0.26,0,0.29,0.76,1.5,96.67,91.5,17.1,52068,14.3,22.4,23.4,5.9,4.78
17025,Illinois,Clay County,13269,5.7,19.6,44,0.34,0.03,0.37,0,0,0.37,1.41,96.38,89,14.9,47427,14,28.9,16.9,7.4,5.22
17027,Illinois,Clinton County,37614,5.5,15.8,40.4,1.79,0.14,0.31,0,0.29,0.6,3.09,91.58,89.1,22.1,64543,9,11.1,11,4.9,3.48
17029,Illinois,Coles County,51979,4.6,15.5,34.3,1.9,0.1,0.62,0.12,0.12,0.8,2.41,90.96,90.8,26,41907,21,26.4,23.2,8,4.59
17031,Illinois,Cook County,5211263,6.3,13.5,36.4,11.86,0.13,3.49,0.02,4.94,1.25,25.05,42.68,86.2,37.2,59426,15.9,23.3,22.8,11.1,5.24
17033,Illinois,Crawford County,18961,5.1,18.3,42.5,2.12,0.03,0.18,0.02,0.12,0.86,2.9,91.01,86.8,16.9,47468,11.9,15,12.8,7.3,5.18
17035,Illinois,Cumberland County,10908,5.9,18.5,41.9,0.05,0.11,0.17,0.07,0,0.68,1.11,96.72,88.6,15,50680,14.3,23,19.1,6,3.9
17037,Illinois,DeKalb County,104733,5.9,11.5,30.7,3.72,0.03,1.21,0,1.66,1.25,10.8,77.64,92.7,30.6,58343,18.1,20.9,19.9,7.1,4.52
17039,Illinois,De Witt County,15942,5.6,18.1,42.8,0.23,0.09,0.06,0.08,0.61,3.79,2.56,89.08,91.6,20.3,55411,13.3,32.2,20.8,6,4.57
17041,Illinois,Douglas County,19748,6.7,16.8,37.9,0.16,0.25,0.37,0.03,0.37,0.64,7.2,90.51,82.6,18.9,52261,12.1,24.8,18.5,15.1,4.01
17043,Illinois,DuPage County,930128,5.9,14,39.1,2.34,0.1,5.68,0.02,1.43,1.3,14.09,67.86,92.4,48,84442,6.8,9.3,8.8,6.7,4.08
17045,Illinois,Edgar County,17328,5.2,20.5,44.5,0.28,0.09,0.18,0,0.04,0.38,1.1,97.16,88.6,17.6,47873,15.4,34.7,22.5,6.9,4.8
17047,Illinois,Edwards County,6486,6.1,19.9,43.6,0.24,0,0.43,0,0,0.68,1.28,96.73,89.6,12.5,49632,11.5,21.1,17.5,6.1,4.51
17049,Illinois,Effingham County,34132,6.7,16.5,39.1,0.28,0.05,0.12,0.01,0.37,0.54,1.93,96.02,92.1,22.6,54655,11.3,20.5,17.1,5.3,3.75
17051,Illinois,Fayette County,21784,5.4,17.7,41.4,2.58,0.14,0.24,0,0.06,0.35,1.72,91.79,82.6,11.9,44541,17.8,28,25.7,10.1,5.43
17053,Illinois,Ford County,13280,5.4,18.7,43.2,0.45,0.19,0.24,0.01,0.32,0.43,3.02,94.34,89.6,19.2,50851,15.7,15,26.1,6.9,4.7
17055,Illinois,Franklin County,39041,5.8,19.6,42.3,0.36,0.14,0.27,0.05,0.14,0.5,1.65,96.02,87.2,15.2,39454,19.9,35.1,26.8,8.2,6.36
17057,Illinois,Fulton County,35110,4.9,19.2,42.5,1.89,0.1,0.12,0.04,0.18,0.51,2.88,91.96,87.6,17.7,48599,15.5,21.8,19.3,7.6,6.26
17059,Illinois,Gallatin County,5080,5.5,22.9,44.8,0.13,0.25,0.14,0,0.06,0.94,1.11,95.85,87.4,12.8,42450,16.6,19.8,27.5,5.2,5.66
17061,Illinois,Greene County,13174,5.3,18.5,42.7,0.64,0.12,0.09,0,0.01,0.59,0.41,96.72,86.7,12,44502,17.9,22.4,25.2,7.9,5.01
17063,Illinois,Grundy County,50586,6.3,13.1,37.5,0.75,0.04,0.38,0.01,1.06,0.72,9.37,87.13,93.3,22.6,71598,9.4,11.7,10.9,5,5.93
17065,Illinois,Hamilton County,8194,5.5,20.8,43.6,0.3,0.04,0.06,0,0,0,0.28,98.92,90.2,16.9,47293,13.9,12,17.8,9.5,4.42
17067,Illinois,Hancock County,18020,5.4,22,46,0.33,0.01,0.22,0,0.05,0.62,1.43,96.33,92.6,19.7,51460,11.2,18.5,18.9,4.7,5.09
17069,Illinois,Hardin County,4046,3.1,20.6,46.8,1.89,0.1,0.04,0,0.18,0.83,1.78,93.13,81.6,11.1,39524,16.6,33.1,22.6,9.6,7.63
17071,Illinois,Henderson County,6795,4.9,24.2,49.2,0.07,0.16,0.35,0,0.07,0.71,1.54,96.29,89.6,14.2,47428,11.3,20.1,22.7,7.2,5
17073,Illinois,Henry County,49328,5.6,19.2,42.7,0.88,0.06,0.29,0,1.13,0.8,5.5,90.84,89.2,22.1,55755,12.5,21.3,17.9,5.2,5.02
17075,Illinois,Iroquois County,27876,5.3,20.5,44.3,0.58,0.01,0.21,0,1.96,0.59,6.6,90.34,89.5,14.3,48857,15.5,27.5,22.7,7.2,4.46
17077,Illinois,Jackson County,58284,5.5,13.7,31.1,7.37,0.2,1.68,0.01,0.64,1.68,4.26,74.45,92.1,36.2,36008,27.9,34.5,29.5,7.5,4.4
17079,Illinois,Jasper County,9578,5.9,18.4,43,0.2,0.03,0.01,0,0.08,0.41,1.47,97.19,88.7,17.4,56523,12.4,11.2,13.1,6.5,4.82
17081,Illinois,Jefferson County,38179,6.3,17.8,40.9,4.27,0.05,0.57,0,0.14,1.18,2.42,85.8,85.3,16.1,46109,18.9,33.9,30.6,7.4,5.39
17083,Illinois,Jersey County,21941,4.8,18,42.5,0.23,0.06,0.2,0.05,0.11,0.93,1.29,96.07,91.4,19.7,56320,9.4,21.7,10.9,6.1,4.74
17085,Illinois,Jo Daviess County,21594,4.2,25.6,49.4,0.2,0.09,0.24,0.04,0.1,0.56,2.94,94.92,92,23.5,55532,7.6,6.9,8.8,5.1,4.4
17087,Illinois,Johnson County,12900,4.6,19.4,42.5,5.66,0.05,0.09,0,0.09,0.3,3.33,84.67,83.1,16.2,45743,13.9,23.9,15.4,5.7,7.32
17089,Illinois,Kane County,534667,6.6,12.1,36.6,2.81,0.21,1.97,0.01,7.73,1.21,31.6,57.55,83.4,32.4,74862,10.4,15.2,15.6,9.8,4.72
17091,Illinois,Kankakee County,109605,6.1,15.5,37.7,7.6,0.16,0.49,0.02,0.87,0.95,10.06,72.17,87.9,19.8,56542,15.1,23.4,20.3,7.1,5.23
17093,Illinois,Kendall County,126218,7.3,9.3,34.5,3.38,0.06,1.62,0,2.39,1.27,17.58,71.16,92,34.8,89860,5.6,6.9,7.1,4.6,4.48
17095,Illinois,Knox County,50638,5.3,19.9,42.2,4.45,0.17,0.52,0,0.96,0.81,5.53,83.37,88,17.9,41972,18.1,30.8,26.5,7.2,5.09
17097,Illinois,Lake County,703520,5.9,12.8,38,3.4,0.1,3.58,0.03,2.34,1.36,21.14,62.78,90.3,44.2,82613,8.5,13.6,11.3,8.1,4.41
17099,Illinois,LaSalle County,110067,5.5,17.7,41.8,1.25,0.13,0.39,0.01,0.74,0.69,9.29,86.09,88.7,17.8,54693,13.6,25,21.5,6.2,5.52
17101,Illinois,Lawrence County,16168,5.2,16.9,41.2,4.36,0.15,0.19,0,0.32,1.25,3.79,84.58,82.8,11.6,44504,16.4,37.3,25.5,8.8,5.97
17103,Illinois,Lee County,34406,5.1,18,42.7,2.62,0.09,0.34,0.07,0.59,0.87,5.89,86.74,88.9,17.8,58319,11.8,14.3,13.9,6.1,4.25
17105,Illinois,Livingston County,36518,5.7,17.6,41.6,2.04,0.01,0.33,0,0.31,0.9,4.42,89.23,89.3,15.1,54339,13.3,24.5,18.5,6.1,4.39
17107,Illinois,Logan County,29245,5.1,17.2,40.6,3.39,0.06,0.4,0.01,0.56,1.41,3.4,86.49,89.2,19.8,58271,9.2,12,12.8,4.9,4.53
17109,Illinois,McDonough County,30823,4.1,16,31.3,2.45,0.11,1.09,0.05,0.17,1,2.69,88.18,92.9,32.6,42911,22.3,20.9,16.4,6.3,4.88
17111,Illinois,McHenry County,309122,5.6,12.9,39.9,0.67,0.04,1.35,0.02,0.78,0.95,12.51,81.92,92.8,33.2,82230,7.3,10.8,9.5,6.1,4.55
17113,Illinois,McLean County,172290,6.1,11.8,32.7,4.1,0.09,2.53,0.01,0.47,1.1,4.74,79.81,95.8,44.7,64573,14.5,14.4,12.1,4.4,4.06
17115,Illinois,Macon County,105801,6.1,18.4,41,6.98,0.17,0.57,0,0.26,2.94,2.16,76.7,90,22.7,49052,16.6,38.1,25.5,5.8,5.46
17117,Illinois,Macoupin County,45446,5,18.8,43.1,0.39,0.04,0.22,0,0.1,0.75,1.11,96.3,90.6,18.5,53890,13.3,28.3,20.4,5.8,4.77
17119,Illinois,Madison County,265428,5.9,16.1,40,4.29,0.1,0.46,0.02,0.23,0.98,3.12,85.52,92.3,26.2,56536,13.5,22.8,17.6,5.5,4.64
17121,Illinois,Marion County,37902,6.3,18.9,41.8,1.7,0.1,0.35,0,0.34,1.11,1.88,91.52,88.9,15.2,44679,17.8,33.6,30.1,7.4,5.14
17123,Illinois,Marshall County,11730,5.4,22.2,46.3,0.22,0.08,0.13,0.08,0.29,0.62,3.06,94.85,92.9,17.4,55173,10.3,21,14.9,4.3,5.3
17125,Illinois,Mason County,13715,4.8,21.6,45.5,0.31,0.05,0.08,0,0,0.7,1.02,96.7,88.8,15.4,44695,13.9,22.7,20.7,5.5,5.96
17127,Illinois,Massac County,14344,5.1,20.4,43.8,3.05,0.05,0.09,0,0.08,1.33,2.69,88.69,85.4,12.1,42168,18.4,30.7,23.8,5.8,6.33
17129,Illinois,Menard County,12245,5.3,18.4,42.3,0.25,0.06,0.17,0.19,0.09,0.68,1.44,95.81,92.6,24.6,62368,11.4,27.4,21.3,3.2,4.02
17131,Illinois,Mercer County,15618,5,20.6,44.8,0.28,0.03,0.14,0,0.34,0.64,2.24,95.82,92.2,18.7,55649,11.4,29.3,17.4,3.3,5.02
17133,Illinois,Monroe County,34097,5.4,16.3,42.3,0.21,0.03,0.34,0,0.06,0.46,1.51,96.55,95.2,30.6,74410,5.3,8.1,5.5,3.2,3.29
17135,Illinois,Montgomery County,28790,5.1,18.9,42.4,3.01,0.09,0.07,0.02,0.14,0.68,1.72,90.87,86.7,14.4,47807,15.6,28.7,23.5,5.8,5.62
17137,Illinois,Morgan County,33798,5.2,18.9,41.2,3.13,0.11,0.35,0,0.07,0.92,2.33,89.02,91.5,21.2,49353,14.9,22.4,22.2,5.4,4.29
17139,Illinois,Moultrie County,14688,6.5,18.3,39.9,0.29,0.1,0.1,0,0.1,0.37,1.23,97.05,85.3,18.1,53979,12.1,25.9,17.3,13.6,3.84
17141,Illinois,Ogle County,51063,5.4,17.4,41.9,0.55,0.07,0.24,0.01,1.14,0.8,9.84,87.3,89,19.7,57655,11.1,19.8,15.3,6,5.03
17143,Illinois,Peoria County,183011,7,15.5,37,8.77,0.13,1.93,0,0.81,1.83,4.59,70.39,90,30.2,53063,15.9,27.5,21.8,6.6,5.77
17145,Illinois,Perry County,21285,5,17.6,41.8,4.35,0.13,0.28,0,0.2,0.7,3.03,86.26,85,12.5,45864,14.7,13.1,19.3,4.8,5.9
17147,Illinois,Piatt County,16445,5.8,18.4,43,0.53,0.05,0.19,0,0.12,2.35,1.27,92.71,94.6,28.5,67360,5.4,7.6,8.1,4.1,3.99
17149,Illinois,Pike County,15821,5.9,19.9,42.4,0.85,0.11,0.15,0,0.08,0.52,1.27,95.51,88.2,16.1,41387,14.9,27.1,20.1,6.9,4.45
17151,Illinois,Pope County,4325,4.3,27.9,52.2,2.53,0.08,0.52,0,0.42,0.77,1.93,90.46,86.6,13.1,41139,12.7,18,18.5,4.7,6.16
17153,Illinois,Pulaski County,5509,5.2,20.7,43.3,15.26,0.11,0.14,0,0.25,1.51,2.09,63.64,85.8,11.2,34655,17.1,26.3,22,6,7.82
17155,Illinois,Putnam County,5727,4.4,21.5,47.5,0.21,0,0.18,0,0.23,0.86,5.34,92.44,92.5,14.9,64741,8.9,29.8,18.7,4.7,4.79
17157,Illinois,Randolph County,32423,4.9,17.5,41.5,5.31,0.05,0.18,0,0.19,0.74,3.06,85.01,84,13.1,49717,12.3,22.3,17.3,5.8,4.34
17159,Illinois,Richland County,15901,6.6,19.7,42.3,0.22,0.19,0.37,0,0.3,0.66,1.65,95.57,87.7,21.5,46454,15,17.6,19.1,5.2,4.68
17161,Illinois,Rock Island County,144808,6.4,17.9,40,4.98,0.17,1.2,0.02,1.07,1.77,12.56,72.61,88.8,22.7,51426,14.6,27,22.6,7.1,5.02
17163,Illinois,St. Clair County,262479,6.4,14.3,38,14.94,0.1,0.7,0.01,0.55,1.45,3.89,62.12,90.7,26.6,51103,17,30,25.5,7.9,4.92
17165,Illinois,Saline County,24102,6,19.2,42,1.72,0.04,0.36,0,0.23,1.28,1.73,91.59,86.8,16.4,40722,20.6,29.8,26.9,7.1,6.36
17167,Illinois,Sangamon County,196452,5.9,16.1,40.1,6.38,0.04,0.97,0.02,0.31,1.2,2.2,80.76,92.4,34.2,58687,15.6,28.9,24,5,4.23
17169,Illinois,Schuyler County,7035,4.1,20.6,46.6,2.77,0.01,0,0,0,0.38,0.25,93.43,88.4,17.9,47321,21.5,20.1,16.6,16.3,4.41
17171,Illinois,Scott County,5002,4.9,19.3,43.7,0.06,0.24,0.04,0.07,0.06,0.41,1.17,97.18,92.7,13.9,48542,14.9,26.2,19.2,6.2,5.13
17173,Illinois,Shelby County,21719,5.4,21,44.6,0.34,0.1,0.18,0,0.02,0.18,1,97.39,92.1,16,49807,12.1,8.8,14.6,5.7,4.41
17175,Illinois,Stark County,5434,5.6,21.1,45,0.33,0,0.42,0,0,0.49,1.42,96.09,90.4,18.8,52284,14,32.7,24.9,7,6.04
17177,Illinois,Stephenson County,45054,5.6,20.8,44.7,4.77,0.07,0.39,0,0.29,1.55,3.64,83.33,91.4,18.7,46427,16.1,26.8,23.1,5.8,4.61
17179,Illinois,Tazewell County,133526,6,17.3,40.8,0.62,0.07,0.48,0.01,0.18,0.7,2.24,94.18,92.8,26,60874,8,11.9,9.4,4.6,5.28
17181,Illinois,Union County,17000,5.8,19.5,43.5,0.49,0.04,0.12,0,0.75,1.39,4.98,91.39,87.5,22.3,46716,16.8,18.1,19.5,7.7,6.3
17183,Illinois,Vermilion County,77909,6.6,18,40.2,6.99,0.13,0.44,0.01,0.38,0.73,4.84,78.76,87.2,14.6,44930,19.8,38.9,30.3,7.4,6.29
17185,Illinois,Wabash County,11489,6.2,19.3,42.8,0.42,0.03,0.58,0,0.05,0.72,1.98,94.94,89.6,18.7,49716,13.1,16.9,14.4,6,4.9
17187,Illinois,Warren County,17167,6,18.1,39.1,1.39,0.02,1.16,0,1.64,0.96,9.24,84.37,87.9,24.3,47278,13.8,20.4,19,5.1,4.13
17189,Illinois,Washington County,14030,5.4,19,43,0.26,0.15,0.22,0.03,0.34,0.61,1.4,96.21,92.1,20.2,54520,9.7,10.5,12.9,4.5,2.93
17191,Illinois,Wayne County,16495,6.4,20.7,43.4,0.3,0.15,0.22,0,0.04,0.46,1.39,96.4,87,13.2,46405,15.8,31.6,25.6,8.4,6.07
17193,Illinois,White County,13938,5.9,21.2,43.8,0.22,0.06,0.35,0.04,0.01,0.34,1.4,96.61,89.7,15.6,46279,13.9,30.2,18.9,5.1,4.79
17195,Illinois,Whiteside County,56118,5.8,19.4,42.9,0.86,0.09,0.29,0.05,1.12,0.94,11.78,84.89,89.6,18.1,51969,11.1,18.1,15,6,4.73
17197,Illinois,Will County,692661,6,11.7,37.3,5.61,0.09,2.62,0.01,3.5,1.37,16.79,64.74,90.8,33.6,80782,7.4,12,10.4,6.5,5.17
17199,Illinois,Williamson County,67328,5.9,17.7,40.9,2.06,0.1,0.51,0.01,0.19,1.2,2.52,90.14,90.9,22.5,48600,15.2,29,21.5,6.9,5.08
17201,Illinois,Winnebago County,284778,6.3,16.1,39.6,6.31,0.15,1.27,0.01,1.3,1.52,12.19,70.24,87.4,22.4,51110,15.3,30.7,22.9,7.2,6.32
17203,Illinois,Woodford County,38726,6,16.4,39.9,0.31,0.03,0.39,0,0.14,0.68,1.73,95.68,94.6,31.1,69507,7.4,11.5,11.6,4,4.31
18001,Indiana,Adams County,35491,9.4,14.8,33.3,0.47,0.02,0.19,0,0.65,0.21,4.44,93.73,83.6,14.9,48290,18.9,41.1,29.6,21,2.62
18003,Indiana,Allen County,372877,7.1,13.5,35.7,5.72,0.1,1.76,0.02,0.89,1.76,7.22,74.6,89.4,27.5,51091,14.7,25.7,21.6,10.8,3.31
18005,Indiana,Bartholomew County,82040,6.6,15.4,38.1,0.96,0.12,3.13,0.04,2.09,0.94,6.48,83.22,90.2,31.2,57331,12.4,18.9,17.8,10.2,2.72
18007,Indiana,Benton County,8613,6,17,40.9,0.44,0.01,0.08,0,0.12,0.52,5.09,92.83,89.5,16.8,49183,14.9,26.5,21.1,11.8,3.39
18009,Indiana,Blackford County,11976,5.2,20.1,43.7,0.12,0.1,0.23,0,0.01,0.83,1.51,95.96,87.7,11.1,40622,12.8,27.8,16.4,10.6,4.02
18011,Indiana,Boone County,65875,6.4,12.6,38.4,0.8,0.09,1.3,0,0.14,0.82,2.74,91.63,93.7,47.2,75591,6.1,8.4,7.7,6.5,2.83
18013,Indiana,Brown County,15035,3.8,23,49.3,0.27,0,0.4,0,0.15,0.75,1.62,95.88,90,25.5,59292,10.6,5.6,10.1,10.1,3.38
18015,Indiana,Carroll County,20039,5.2,18.3,42.3,0.27,0.13,0.07,0.01,0.74,0.61,3.9,94.21,88.6,16.2,56188,10.2,6.8,11.2,10.9,3.42
18017,Indiana,Cass County,37994,6.1,16.8,40.5,0.69,0.21,0.79,0.06,5.32,1.32,14.56,80.98,83.1,13.4,45558,13.9,24.3,19.5,11.9,3.82
18019,Indiana,Clark County,116973,6.4,14.5,38.8,3.34,0.06,0.38,0.01,0.39,1.68,5.26,83.89,88.5,20,52834,9.7,16.2,13,10.1,3.47
18021,Indiana,Clay County,26198,5.8,16.8,40.9,0.2,0.03,0.13,0,0.15,0.78,1.32,96.41,90.7,16.6,50924,13.9,21.1,18.3,7.5,3.78
18023,Indiana,Clinton County,32317,6.8,15.7,38.2,0.46,0.1,0.14,0.06,1.29,0.49,15.2,83,86.2,15.7,51659,13.3,25.9,19.8,11.4,3.08
18025,Indiana,Crawford County,10566,5.3,18.3,43.7,0.1,0.41,0.07,0,0,0.79,1.45,96.38,81.9,10.4,40067,17.8,15.2,19.2,8,4.43
18027,Indiana,Daviess County,33113,7.9,14.8,34.6,0.92,0.02,0.1,0.02,0.85,0.48,4.77,92.3,74.1,14.2,48355,13,18.8,14.6,22.6,2.79
18029,Indiana,Dearborn County,49741,5.3,15.9,42.7,0.41,0.12,0.2,0,0.3,0.42,1.2,96.34,90.8,21.7,62905,10.1,22.4,14.3,7.3,3.85
18031,Indiana,Decatur County,26737,6.4,15.8,38.8,0.33,0.18,0.79,0,0.2,0.47,1.88,94.91,89.6,19.7,52270,11.4,16.2,15.2,9.7,2.91
18033,Indiana,DeKalb County,42836,6,15.1,39.1,0.15,0.03,0.15,0,0.17,0.88,2.76,95.13,89.7,17.8,51374,12.5,25,20.3,10.5,2.93
18035,Indiana,Delaware County,115184,5,16.3,35.4,3.65,0.04,0.67,0.05,0.27,1.08,2.3,87.08,89.5,23.9,41208,21.2,33.4,24.7,9.9,4.21
18037,Indiana,Dubois County,42558,6.4,16.1,40.2,0.29,0.12,0.32,0,1.7,0.45,7.07,91.21,88.5,21.4,57307,10,17.2,11.8,6.5,2.59
18039,Indiana,Elkhart County,205032,7.6,13.6,35.4,2.75,0.08,0.52,0.03,1.3,1.54,15.36,75.35,80.8,18.7,52449,13.8,21.2,19,16.9,2.53
18041,Indiana,Fayette County,23209,5,18.8,42.4,1.26,0,0.07,0,0.32,0.25,1.02,95.83,82,11.1,41476,18.2,30.1,23.6,12.4,5.02
18043,Indiana,Floyd County,77071,5.9,14.8,39.9,2.63,0.23,0.55,0,0.42,1.05,3.09,88.25,89.4,28.4,59451,10.8,16.6,14.2,6.8,3.3
18045,Indiana,Fountain County,16505,5.6,19.3,43,0.18,0.13,0.05,0,0.14,0.69,2.42,95.56,88.5,14.4,46669,12.6,12.9,12.1,9,4.02
18047,Indiana,Franklin County,22619,5.4,16.5,42.3,0.11,0.01,0.14,0,0.08,0.18,1.09,98.36,87.6,19.7,55588,9.9,10.3,10.3,6.9,3.62
18049,Indiana,Fulton County,20059,6,18.2,41.9,0.52,0.25,0.21,0.03,1.22,0.51,5,92.27,86,12.8,47108,13.3,20,16.2,11.6,3.52
18051,Indiana,Gibson County,33576,6.1,16.4,40.5,1.02,0.04,0.15,0,0.39,0.88,1.5,94.24,90.8,16.8,51149,10.7,16.2,13.9,8.2,2.95
18053,Indiana,Grant County,66491,5.5,18,39.9,3.77,0.09,0.43,0,0.32,1.39,4.14,85.34,87,17.1,42046,19.1,36.3,30.8,10.2,3.9
18055,Indiana,Greene County,32177,5.3,18.5,42.8,0.16,0.01,0.18,0.02,0.06,0.62,1.31,96.82,87,14.5,49648,12.9,20.7,15.6,9.9,4.76
18057,Indiana,Hamilton County,323747,6.9,11,36.6,1.82,0.07,2.9,0,0.41,1.12,3.82,84.46,96.2,57.5,90582,5,4.4,5.6,5.7,2.73
18059,Indiana,Hancock County,74985,5.6,15.2,40.2,0.94,0.05,0.39,0.01,0.11,0.98,2.19,93.04,93.9,30.1,70973,7,13.1,9.7,7.3,3.02
18061,Indiana,Harrison County,39898,5.7,16.6,42.7,0.12,0.28,0.18,0,0.39,0.65,1.72,95.66,89.2,16.6,53897,12.9,17.7,13.5,7.8,3.44
18063,Indiana,Hendricks County,163685,6.1,12.7,37.6,3.13,0.11,1.28,0,0.54,0.85,3.63,85.78,93.6,35.3,74245,5.1,7.2,5.7,6.9,2.88
18065,Indiana,Henry County,48476,5,18,42.2,1.15,0.13,0.23,0.01,0.18,0.8,1.67,93.84,88.7,16.5,46131,16.1,28.9,24,9.9,3.66
18067,Indiana,Howard County,82363,6.1,18.2,41.5,3.65,0.22,0.63,0.02,0.41,1.16,3.16,85.79,88.9,20.4,47958,16.5,34.8,23.6,9.4,3.81
18069,Indiana,Huntington County,36337,5.6,16.2,40.3,0.44,0.13,0.41,0,0.34,0.43,2.19,95.17,90.5,18.1,50063,11.6,19.1,16.5,9.4,3.58
18071,Indiana,Jackson County,43884,6.7,15.5,38.2,0.54,0.19,0.93,0,1.83,0.53,6.44,89.3,86.9,15.9,49080,15.6,22.3,19,10.3,2.97
18073,Indiana,Jasper County,33447,5.9,16.3,39,0.36,0.06,0.18,0,1.12,0.8,5.95,91.73,87.7,14.9,56574,9,6.2,10.7,8,4.32
18075,Indiana,Jay County,20945,7.2,17.1,39.8,0.17,0.07,0.26,0,0.22,0.52,3.02,95.1,82.8,10.5,42878,17.9,31.6,24.2,11.5,3.56
18077,Indiana,Jefferson County,32089,5.6,16.2,40.6,1.02,0.13,0.41,0,0.17,0.6,2.62,92.99,89,17.4,50722,13.7,32.7,19.3,9.1,3.73
18079,Indiana,Jennings County,27626,5.9,15.2,39.6,0.68,0.11,0.22,0,0.28,0.14,2.32,95.37,85.4,10.7,48362,13.9,16.9,17.8,10.8,3.84
18081,Indiana,Johnson County,153897,6.5,13.9,37.3,1.18,0.1,1.41,0.01,0.72,0.56,3.46,90.29,91.7,30.9,65272,9.4,17,13.1,8,2.94
18083,Indiana,Knox County,37508,5.7,16.9,38.1,1.57,0.03,0.41,0.05,0.25,0.61,1.81,92.92,88.2,16.1,44837,15.6,26,21.4,9.9,3.43
18085,Indiana,Kosciusko County,79206,6.5,15.3,38,0.4,0.13,0.52,0.01,1.05,0.92,7.88,88.6,84.8,22.3,57190,11.2,17.1,15.4,11.8,2.72
18087,Indiana,LaGrange County,39303,9.3,13,31.5,0.03,0.03,0.12,0.01,0.05,0.84,3.9,94.38,63.3,9.9,58336,9.1,12.7,11.5,39.7,2.55
18089,Indiana,Lake County,485640,6.2,15.2,38.6,12.16,0.15,0.69,0.02,4.57,1.44,18.39,54.48,88.1,21.4,52559,16.8,30,26.8,10.2,5.09
18091,Indiana,LaPorte County,110029,6,16.3,40.2,5.52,0.14,0.29,0.02,1.02,1.45,6.26,79.88,87.9,17.8,49921,16.6,34.1,28.2,9.6,4.47
18093,Indiana,Lawrence County,45666,5.4,18.7,42.6,0.16,0.23,0.21,0.02,0.3,0.78,1.58,95.91,89,16.1,49985,11.5,17.1,16.4,9.5,4.39
18095,Indiana,Madison County,129498,5.8,17.3,40.2,3.83,0.11,0.24,0.02,0.47,1.37,3.83,85.35,87.7,17.5,45432,17.4,25.8,24.7,10.3,3.94
18097,Indiana,Marion County,950082,7.4,11.7,34.3,13.71,0.13,1.45,0.02,1.83,1.54,10.07,56.69,85.6,29.7,44869,19.8,31.9,29.3,12.6,3.59
18099,Indiana,Marshall County,46498,6.2,16.5,39.8,0.35,0.13,0.24,0,2.17,0.91,9.66,87.96,85.1,19.8,51869,11.5,15.9,14.1,13.2,3.05
18101,Indiana,Martin County,10215,6.4,17.8,42,0.27,0.36,0.1,0.12,0.05,0.33,0.36,97.19,83.5,11,49372,13.3,19.5,20.1,9.1,3.01
18103,Indiana,Miami County,35845,5.4,16.6,39.9,2.54,0.4,0.28,0.04,0.52,0.76,2.96,89.29,85.3,12.6,46666,16,27.3,24.4,9.8,3.91
18105,Indiana,Monroe County,146986,4.4,11.8,28.8,1.56,0.1,3.16,0.02,0.28,1.62,3.32,84.13,91.9,45.8,45689,24.7,27.2,19.8,8.4,3.65
18107,Indiana,Montgomery County,38525,6.1,17.1,40.5,0.4,0.09,0.39,0.01,0.13,1,4.72,92.22,89.7,18.1,53075,10.2,15.3,14.4,10.5,3.03
18109,Indiana,Morgan County,69713,5.7,15.4,41.5,0.2,0.03,0.34,0,0.12,0.63,1.47,96.32,87.9,16.1,60317,11.8,24.2,18.2,8.8,3.48
18111,Indiana,Newton County,14130,5.1,17.6,42.5,0.06,0.07,0.3,0,0.87,0.89,6.11,91.53,86.1,11,52193,14,19,22.4,12.6,4.86
18113,Indiana,Noble County,47452,6.5,14.4,38.5,0.19,0.01,0.33,0,0.21,0.72,10.17,87.6,85,14,52393,9.3,17.8,11.3,9.2,3.1
18115,Indiana,Ohio County,5828,4.8,20.1,46.8,0.65,0.04,0.17,0,0.31,0.21,0.98,96.73,88.3,14.2,58359,5,0,2.9,6.7,3.61
18117,Indiana,Orange County,19426,5.9,18.2,41.3,0.65,0.07,0.26,0,0.14,0.56,1.43,95.56,83.3,11.8,42803,15,17.7,22.9,9.4,3.93
18119,Indiana,Owen County,20839,5.4,18,44.6,0.38,0.14,0.23,0,0,0.6,1.16,96.45,85.3,12.7,48315,15.6,36.6,25.6,12.7,4.35
18121,Indiana,Parke County,16886,6.1,17.8,42.2,0.48,0.09,0,0.27,0.22,1,1.48,94.82,85.5,12.6,44643,13.9,22.3,15,13.7,4.02
