Vaccine,Geography Type,Geography,FIPS,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Pneumococcal,Counties,Berkeley,54003,2018,18-64 Years at Increased Risk,Overall,33.0,31.3 to 34.8,
Pneumococcal,Counties,Berks,42011,2018,18-64 Years at Increased Risk,Overall,29.9,28.3 to 31.5,
Pneumococcal,Counties,Berkshire,25003,2018,18-64 Years at Increased Risk,Overall,33.0,31.0 to 35.0,
Pneumococcal,Counties,Bernalillo,35001,2018,18-64 Years at Increased Risk,Overall,30.5,29.4 to 31.5,
Pneumococcal,Counties,Berrien,13019,2018,18-64 Years at Increased Risk,Overall,25.4,23.7 to 27.1,
Pneumococcal,Counties,Berrien,26021,2018,18-64 Years at Increased Risk,Overall,32.0,30.3 to 33.5,
Pneumococcal,Counties,Bertie,37015,2018,18-64 Years at Increased Risk,Overall,28.9,27.2 to 30.4,
Pneumococcal,Counties,Bethel Census Area,02050,2018,18-64 Years at Increased Risk,Overall,23.1,21.5 to 24.8,
Pneumococcal,Counties,Bexar,48029,2018,18-64 Years at Increased Risk,Overall,23.3,22.4 to 24.4,
Pneumococcal,Counties,Bibb,01007,2018,18-64 Years at Increased Risk,Overall,28.9,27.3 to 30.6,
Pneumococcal,Counties,Bibb,13021,2018,18-64 Years at Increased Risk,Overall,27.7,26.4 to 29.1,
Pneumococcal,Counties,Bienville Parish,22013,2018,18-64 Years at Increased Risk,Overall,27.1,25.6 to 28.5,
Pneumococcal,Counties,Big Horn,30003,2018,18-64 Years at Increased Risk,Overall,30.1,28.7 to 31.5,
Pneumococcal,Counties,Big Horn,56003,2018,18-64 Years at Increased Risk,Overall,28.7,26.8 to 30.5,
Pneumococcal,Counties,Big Stone,27011,2018,18-64 Years at Increased Risk,Overall,30.4,28.2 to 32.6,
Pneumococcal,Counties,Billings,38007,2018,18-64 Years at Increased Risk,Overall,30.6,28.6 to 32.7,
Pneumococcal,Counties,Bingham,16011,2018,18-64 Years at Increased Risk,Overall,25.9,24.5 to 27.3,
Pneumococcal,Counties,Black Hawk,19013,2018,18-64 Years at Increased Risk,Overall,34.4,32.5 to 36.3,
Pneumococcal,Counties,Blackford,18009,2018,18-64 Years at Increased Risk,Overall,28.5,26.4 to 30.6,
Pneumococcal,Counties,Bladen,37017,2018,18-64 Years at Increased Risk,Overall,29.1,27.6 to 30.7,
Pneumococcal,Counties,Blaine,16013,2018,18-64 Years at Increased Risk,Overall,30.2,28.5 to 31.9,
Pneumococcal,Counties,Blaine,30005,2018,18-64 Years at Increased Risk,Overall,29.6,28.3 to 30.9,
Pneumococcal,Counties,Blaine,31009,2018,18-64 Years at Increased Risk,Overall,32.7,30.4 to 35.0,
Pneumococcal,Counties,Blaine,40011,2018,18-64 Years at Increased Risk,Overall,31.9,30.0 to 33.7,
Pneumococcal,Counties,Blair,42013,2018,18-64 Years at Increased Risk,Overall,30.6,28.5 to 32.6,
Pneumococcal,Counties,Blanco,48031,2018,18-64 Years at Increased Risk,Overall,32.0,30.1 to 33.9,
Pneumococcal,Counties,Bland,51021,2018,18-64 Years at Increased Risk,Overall,31.7,29.5 to 33.8,
Pneumococcal,Counties,Bleckley,13023,2018,18-64 Years at Increased Risk,Overall,26.9,25.3 to 28.4,
Pneumococcal,Counties,Bledsoe,47007,2018,18-64 Years at Increased Risk,Overall,30.1,28.1 to 32.1,
Pneumococcal,Counties,Blount,01009,2018,18-64 Years at Increased Risk,Overall,28.3,26.4 to 30.2,
Pneumococcal,Counties,Blount,47009,2018,18-64 Years at Increased Risk,Overall,30.6,28.8 to 32.6,
Pneumococcal,Counties,Blue Earth,27013,2018,18-64 Years at Increased Risk,Overall,28.3,26.3 to 30.2,
Pneumococcal,Counties,Boise,16015,2018,18-64 Years at Increased Risk,Overall,29.7,27.5 to 31.9,
Pneumococcal,Counties,Bolivar,28011,2018,18-64 Years at Increased Risk,Overall,20.6,19.4 to 21.9,
Pneumococcal,Counties,Bollinger,29017,2018,18-64 Years at Increased Risk,Overall,31.0,28.8 to 33.2,
Pneumococcal,Counties,Bon Homme,46009,2018,18-64 Years at Increased Risk,Overall,30.5,28.6 to 32.3,
Pneumococcal,Counties,Bond,17005,2018,18-64 Years at Increased Risk,Overall,29.2,27.3 to 31.1,
Pneumococcal,Counties,Bonner,16017,2018,18-64 Years at Increased Risk,Overall,29.2,27.1 to 31.2,
Pneumococcal,Counties,Bonneville,16019,2018,18-64 Years at Increased Risk,Overall,28.6,26.9 to 30.3,
Pneumococcal,Counties,Boone,05009,2018,18-64 Years at Increased Risk,Overall,29.2,27.2 to 31.1,
Pneumococcal,Counties,Boone,17007,2018,18-64 Years at Increased Risk,Overall,28.9,27.2 to 30.7,
Pneumococcal,Counties,Boone,18011,2018,18-64 Years at Increased Risk,Overall,30.6,28.7 to 32.3,
Pneumococcal,Counties,Boone,19015,2018,18-64 Years at Increased Risk,Overall,33.6,31.7 to 35.8,
Pneumococcal,Counties,Boone,21015,2018,18-64 Years at Increased Risk,Overall,35.3,33.5 to 37.3,
Pneumococcal,Counties,Boone,29019,2018,18-64 Years at Increased Risk,Overall,31.6,29.7 to 33.4,
Pneumococcal,Counties,Boone,31011,2018,18-64 Years at Increased Risk,Overall,29.3,27.5 to 31.4,
Pneumococcal,Counties,Boone,54005,2018,18-64 Years at Increased Risk,Overall,31.1,29.0 to 33.2,
Pneumococcal,Counties,Borden,48033,2018,18-64 Years at Increased Risk,Overall,31.9,30.2 to 33.9,
Pneumococcal,Counties,Bosque,48035,2018,18-64 Years at Increased Risk,Overall,30.5,28.7 to 32.5,
Pneumococcal,Counties,Bossier Parish,22015,2018,18-64 Years at Increased Risk,Overall,30.1,28.5 to 31.6,
Pneumococcal,Counties,Botetourt,51023,2018,18-64 Years at Increased Risk,Overall,33.1,31.1 to 35.3,
Pneumococcal,Counties,Bottineau,38009,2018,18-64 Years at Increased Risk,Overall,33.2,31.2 to 35.2,
Pneumococcal,Counties,Boulder,08013,2018,18-64 Years at Increased Risk,Overall,31.5,30.0 to 32.9,
Pneumococcal,Counties,Boundary,16021,2018,18-64 Years at Increased Risk,Overall,29.7,27.8 to 31.7,
Pneumococcal,Counties,Bourbon,20011,2018,18-64 Years at Increased Risk,Overall,31.2,29.4 to 33.2,
Pneumococcal,Counties,Bourbon,21017,2018,18-64 Years at Increased Risk,Overall,31.3,29.3 to 33.3,
Pneumococcal,Counties,Bowie,48037,2018,18-64 Years at Increased Risk,Overall,28.4,26.9 to 29.9,
Pneumococcal,Counties,Bowman,38011,2018,18-64 Years at Increased Risk,Overall,33.1,30.8 to 35.3,
Pneumococcal,Counties,Box Butte,31013,2018,18-64 Years at Increased Risk,Overall,27.9,26.2 to 29.7,
Pneumococcal,Counties,Box Elder,49003,2018,18-64 Years at Increased Risk,Overall,29.9,28.1 to 31.6,
Pneumococcal,Counties,Boyd,21019,2018,18-64 Years at Increased Risk,Overall,33.0,31.1 to 34.9,
Pneumococcal,Counties,Boyd,31015,2018,18-64 Years at Increased Risk,Overall,31.4,29.1 to 33.6,
Pneumococcal,Counties,Boyle,21021,2018,18-64 Years at Increased Risk,Overall,30.9,28.9 to 32.7,
Pneumococcal,Counties,Bracken,21023,2018,18-64 Years at Increased Risk,Overall,32.6,30.5 to 34.6,
Pneumococcal,Counties,Bradford,12007,2018,18-64 Years at Increased Risk,Overall,25.0,23.7 to 26.4,
Pneumococcal,Counties,Bradford,42015,2018,18-64 Years at Increased Risk,Overall,31.0,28.8 to 33.0,
Pneumococcal,Counties,Bradley,05011,2018,18-64 Years at Increased Risk,Overall,26.5,25.2 to 27.8,
Pneumococcal,Counties,Bradley,47011,2018,18-64 Years at Increased Risk,Overall,28.1,26.2 to 29.8,
Pneumococcal,Counties,Branch,26023,2018,18-64 Years at Increased Risk,Overall,31.8,30.0 to 33.8,
Pneumococcal,Counties,Brantley,13025,2018,18-64 Years at Increased Risk,Overall,26.6,24.6 to 28.6,
Pneumococcal,Counties,Braxton,54007,2018,18-64 Years at Increased Risk,Overall,31.6,29.5 to 33.8,
Pneumococcal,Counties,Brazoria,48039,2018,18-64 Years at Increased Risk,Overall,28.7,27.6 to 29.9,
Pneumococcal,Counties,Brazos,48041,2018,18-64 Years at Increased Risk,Overall,28.1,26.6 to 29.5,
Pneumococcal,Counties,Breathitt,21025,2018,18-64 Years at Increased Risk,Overall,29.1,27.2 to 31.2,
Pneumococcal,Counties,Breckinridge,21027,2018,18-64 Years at Increased Risk,Overall,31.0,28.9 to 33.2,
Pneumococcal,Counties,Bremer,19017,2018,18-64 Years at Increased Risk,Overall,36.6,34.6 to 38.8,
Pneumococcal,Counties,Brevard,12009,2018,18-64 Years at Increased Risk,Overall,28.2,26.7 to 29.6,
Pneumococcal,Counties,Brewster,48043,2018,18-64 Years at Increased Risk,Overall,27.7,26.5 to 28.9,
Pneumococcal,Counties,Briscoe,48045,2018,18-64 Years at Increased Risk,Overall,28.6,27.1 to 29.9,
Pneumococcal,Counties,Bristol,25005,2018,18-64 Years at Increased Risk,Overall,34.0,32.2 to 35.7,
Pneumococcal,Counties,Bristol,44001,2018,18-64 Years at Increased Risk,Overall,31.3,29.2 to 33.3,
Pneumococcal,Counties,Bristol Bay Borough,02060,2018,18-64 Years at Increased Risk,Overall,28.5,27.2 to 29.8,
Pneumococcal,Counties,Bristol city,51520,2018,18-64 Years at Increased Risk,Overall,30.4,28.4 to 32.4,
Pneumococcal,Counties,Broadwater,30007,2018,18-64 Years at Increased Risk,Overall,32.6,30.5 to 34.8,
Pneumococcal,Counties,Bronx,36005,2018,18-64 Years at Increased Risk,Overall,21.8,20.8 to 22.9,
Pneumococcal,Counties,Brooke,54009,2018,18-64 Years at Increased Risk,Overall,32.5,30.5 to 34.7,
Pneumococcal,Counties,Brookings,46011,2018,18-64 Years at Increased Risk,Overall,29.3,27.3 to 31.2,
Pneumococcal,Counties,Brooks,13027,2018,18-64 Years at Increased Risk,Overall,27.3,25.8 to 28.8,
Pneumococcal,Counties,Brooks,48047,2018,18-64 Years at Increased Risk,Overall,22.4,20.7 to 24.4,
Pneumococcal,Counties,Broome,36007,2018,18-64 Years at Increased Risk,Overall,30.4,29.0 to 31.8,
Pneumococcal,Counties,Broomfield,08014,2018,18-64 Years at Increased Risk,Overall,32.3,30.6 to 33.8,
Pneumococcal,Counties,Broward,12011,2018,18-64 Years at Increased Risk,Overall,22.8,21.9 to 23.7,
Pneumococcal,Counties,Brown,17009,2018,18-64 Years at Increased Risk,Overall,25.6,24.0 to 27.2,
Pneumococcal,Counties,Brown,18013,2018,18-64 Years at Increased Risk,Overall,32.6,30.4 to 35.0,
Pneumococcal,Counties,Brown,20013,2018,18-64 Years at Increased Risk,Overall,30.4,28.6 to 32.2,
Pneumococcal,Counties,Brown,27015,2018,18-64 Years at Increased Risk,Overall,29.0,27.2 to 30.9,
Pneumococcal,Counties,Brown,31017,2018,18-64 Years at Increased Risk,Overall,32.7,30.5 to 34.9,
Pneumococcal,Counties,Brown,39015,2018,18-64 Years at Increased Risk,Overall,33.7,31.6 to 35.6,
Pneumococcal,Counties,Brown,46013,2018,18-64 Years at Increased Risk,Overall,34.2,32.6 to 35.7,
Pneumococcal,Counties,Brown,48049,2018,18-64 Years at Increased Risk,Overall,28.8,27.2 to 30.4,
Pneumococcal,Counties,Brown,55009,2018,18-64 Years at Increased Risk,Overall,29.8,28.1 to 31.5,
Pneumococcal,Counties,Brule,46015,2018,18-64 Years at Increased Risk,Overall,32.7,30.7 to 34.8,
Pneumococcal,Counties,Brunswick,37019,2018,18-64 Years at Increased Risk,Overall,35.6,33.6 to 37.7,
Pneumococcal,Counties,Brunswick,51025,2018,18-64 Years at Increased Risk,Overall,28.9,27.5 to 30.4,
Pneumococcal,Counties,Bryan,13029,2018,18-64 Years at Increased Risk,Overall,26.7,25.2 to 28.2,
Pneumococcal,Counties,Bryan,40013,2018,18-64 Years at Increased Risk,Overall,31.2,29.7 to 32.9,
Pneumococcal,Counties,Buchanan,19019,2018,18-64 Years at Increased Risk,Overall,34.5,32.4 to 36.5,
Pneumococcal,Counties,Buchanan,29021,2018,18-64 Years at Increased Risk,Overall,28.5,27.0 to 30.1,
Pneumococcal,Counties,Buchanan,51027,2018,18-64 Years at Increased Risk,Overall,30.2,28.1 to 32.4,
Pneumococcal,Counties,Buckingham,51029,2018,18-64 Years at Increased Risk,Overall,27.1,25.6 to 28.6,
Pneumococcal,Counties,Bucks,42017,2018,18-64 Years at Increased Risk,Overall,32.6,30.8 to 34.3,
Pneumococcal,Counties,Buena Vista,19021,2018,18-64 Years at Increased Risk,Overall,28.3,26.9 to 29.8,
Pneumococcal,Counties,Buena Vista city,51530,2018,18-64 Years at Increased Risk,Overall,29.5,27.5 to 31.4,
Pneumococcal,Counties,Buffalo,31019,2018,18-64 Years at Increased Risk,Overall,32.0,30.4 to 33.7,
Pneumococcal,Counties,Buffalo,46017,2018,18-64 Years at Increased Risk,Overall,27.1,25.3 to 29.0,
Pneumococcal,Counties,Buffalo,55011,2018,18-64 Years at Increased Risk,Overall,32.0,29.8 to 34.2,
Pneumococcal,Counties,Bullitt,21029,2018,18-64 Years at Increased Risk,Overall,32.1,30.1 to 34.1,
Pneumococcal,Counties,Bulloch,13031,2018,18-64 Years at Increased Risk,Overall,26.9,25.2 to 28.7,
Pneumococcal,Counties,Bullock,01011,2018,18-64 Years at Increased Risk,Overall,22.8,21.4 to 24.3,
Pneumococcal,Counties,Buncombe,37021,2018,18-64 Years at Increased Risk,Overall,35.1,33.2 to 37.0,
Pneumococcal,Counties,Bureau,17011,2018,18-64 Years at Increased Risk,Overall,30.7,28.7 to 32.7,
Pneumococcal,Counties,Burke,13033,2018,18-64 Years at Increased Risk,Overall,24.7,23.4 to 26.1,
Pneumococcal,Counties,Burke,37023,2018,18-64 Years at Increased Risk,Overall,30.8,28.9 to 32.7,
Pneumococcal,Counties,Burke,38013,2018,18-64 Years at Increased Risk,Overall,31.2,29.2 to 33.4,
Pneumococcal,Counties,Burleigh,38015,2018,18-64 Years at Increased Risk,Overall,32.4,30.7 to 34.0,
Pneumococcal,Counties,Burleson,48051,2018,18-64 Years at Increased Risk,Overall,29.5,28.0 to 31.3,
Pneumococcal,Counties,Burlington,34005,2018,18-64 Years at Increased Risk,Overall,29.3,27.9 to 30.6,
Pneumococcal,Counties,Burnet,48053,2018,18-64 Years at Increased Risk,Overall,29.7,27.9 to 31.4,
Pneumococcal,Counties,Burnett,55013,2018,18-64 Years at Increased Risk,Overall,33.1,30.9 to 35.3,
Pneumococcal,Counties,Burt,31021,2018,18-64 Years at Increased Risk,Overall,31.6,29.7 to 33.6,
Pneumococcal,Counties,Butler,01013,2018,18-64 Years at Increased Risk,Overall,25.5,24.0 to 26.9,
Pneumococcal,Counties,Butler,19023,2018,18-64 Years at Increased Risk,Overall,35.7,33.3 to 37.8,
Pneumococcal,Counties,Butler,20015,2018,18-64 Years at Increased Risk,Overall,29.0,27.4 to 30.8,
Pneumococcal,Counties,Butler,21031,2018,18-64 Years at Increased Risk,Overall,32.6,30.5 to 35.0,
Pneumococcal,Counties,Butler,29023,2018,18-64 Years at Increased Risk,Overall,31.3,29.3 to 33.3,
Pneumococcal,Counties,Butler,31023,2018,18-64 Years at Increased Risk,Overall,31.8,29.9 to 33.9,
Pneumococcal,Counties,Butler,39017,2018,18-64 Years at Increased Risk,Overall,32.7,31.0 to 34.4,
Pneumococcal,Counties,Butler,42019,2018,18-64 Years at Increased Risk,Overall,33.3,31.4 to 35.5,
Pneumococcal,Counties,Butte,06007,2018,18-64 Years at Increased Risk,Overall,27.6,26.0 to 29.0,
Pneumococcal,Counties,Butte,16023,2018,18-64 Years at Increased Risk,Overall,30.2,28.1 to 32.2,
Pneumococcal,Counties,Butte,46019,2018,18-64 Years at Increased Risk,Overall,31.5,29.4 to 33.6,
Pneumococcal,Counties,Butts,13035,2018,18-64 Years at Increased Risk,Overall,26.6,25.2 to 28.1,
Pneumococcal,Counties,Cabarrus,37025,2018,18-64 Years at Increased Risk,Overall,30.1,28.6 to 31.6,
Pneumococcal,Counties,Cabell,54011,2018,18-64 Years at Increased Risk,Overall,31.3,29.5 to 33.1,
Pneumococcal,Counties,Cache,49005,2018,18-64 Years at Increased Risk,Overall,30.3,28.3 to 32.2,
Pneumococcal,Counties,Caddo,40015,2018,18-64 Years at Increased Risk,Overall,30.5,29.1 to 32.0,
Pneumococcal,Counties,Caddo Parish,22017,2018,18-64 Years at Increased Risk,Overall,27.6,26.3 to 28.8,
Pneumococcal,Counties,Calaveras,06009,2018,18-64 Years at Increased Risk,Overall,32.0,30.0 to 33.8,
Pneumococcal,Counties,Calcasieu Parish,22019,2018,18-64 Years at Increased Risk,Overall,30.4,28.9 to 31.9,
Pneumococcal,Counties,Caldwell,21033,2018,18-64 Years at Increased Risk,Overall,32.9,31.0 to 34.9,
Pneumococcal,Counties,Caldwell,29025,2018,18-64 Years at Increased Risk,Overall,31.1,29.1 to 33.3,
Pneumococcal,Counties,Caldwell,37027,2018,18-64 Years at Increased Risk,Overall,34.3,32.2 to 36.4,
Pneumococcal,Counties,Caldwell,48055,2018,18-64 Years at Increased Risk,Overall,25.6,24.3 to 26.9,
Pneumococcal,Counties,Caldwell Parish,22021,2018,18-64 Years at Increased Risk,Overall,26.3,24.7 to 28.0,
Pneumococcal,Counties,Caledonia,50005,2018,18-64 Years at Increased Risk,Overall,35.3,33.3 to 37.3,
Pneumococcal,Counties,Calhoun,01015,2018,18-64 Years at Increased Risk,Overall,29.9,28.4 to 31.5,
Pneumococcal,Counties,Calhoun,05013,2018,18-64 Years at Increased Risk,Overall,28.0,26.2 to 29.6,
Pneumococcal,Counties,Calhoun,12013,2018,18-64 Years at Increased Risk,Overall,23.4,22.2 to 24.7,
Pneumococcal,Counties,Calhoun,13037,2018,18-64 Years at Increased Risk,Overall,22.0,20.7 to 23.4,
Pneumococcal,Counties,Calhoun,17013,2018,18-64 Years at Increased Risk,Overall,30.5,28.9 to 32.3,
Pneumococcal,Counties,Calhoun,19025,2018,18-64 Years at Increased Risk,Overall,32.5,30.4 to 34.6,
Pneumococcal,Counties,Calhoun,26025,2018,18-64 Years at Increased Risk,Overall,31.1,29.5 to 32.6,
Pneumococcal,Counties,Calhoun,28013,2018,18-64 Years at Increased Risk,Overall,24.6,23.1 to 26.1,
Pneumococcal,Counties,Calhoun,45017,2018,18-64 Years at Increased Risk,Overall,29.3,27.8 to 30.9,
Pneumococcal,Counties,Calhoun,48057,2018,18-64 Years at Increased Risk,Overall,27.1,25.7 to 28.5,
Pneumococcal,Counties,Calhoun,54013,2018,18-64 Years at Increased Risk,Overall,31.2,28.9 to 33.5,
Pneumococcal,States/Local Areas,California,06,2018,18-64 Years at Increased Risk,Overall,29.0,26.6 to 31.5,2327
Pneumococcal,Counties,Callahan,48059,2018,18-64 Years at Increased Risk,Overall,31.4,29.4 to 33.3,
Pneumococcal,Counties,Callaway,29027,2018,18-64 Years at Increased Risk,Overall,32.7,30.8 to 34.8,
Pneumococcal,Counties,Calloway,21035,2018,18-64 Years at Increased Risk,Overall,35.2,33.1 to 37.5,
Pneumococcal,Counties,Calumet,55015,2018,18-64 Years at Increased Risk,Overall,33.7,31.5 to 35.8,
Pneumococcal,Counties,Calvert,24009,2018,18-64 Years at Increased Risk,Overall,31.8,30.3 to 33.2,
Pneumococcal,Counties,Camas,16025,2018,18-64 Years at Increased Risk,Overall,29.1,27.0 to 31.4,
Pneumococcal,Counties,Cambria,42021,2018,18-64 Years at Increased Risk,Overall,33.4,31.3 to 35.5,
Pneumococcal,Counties,Camden,13039,2018,18-64 Years at Increased Risk,Overall,29.7,28.2 to 31.2,
Pneumococcal,Counties,Camden,29029,2018,18-64 Years at Increased Risk,Overall,32.9,30.5 to 35.1,
Pneumococcal,Counties,Camden,34007,2018,18-64 Years at Increased Risk,Overall,30.5,29.2 to 31.8,
Pneumococcal,Counties,Camden,37029,2018,18-64 Years at Increased Risk,Overall,33.0,31.3 to 35.0,
Pneumococcal,Counties,Cameron,42023,2018,18-64 Years at Increased Risk,Overall,33.3,30.9 to 35.7,
Pneumococcal,Counties,Cameron,48061,2018,18-64 Years at Increased Risk,Overall,23.4,21.6 to 25.3,
Pneumococcal,Counties,Cameron Parish,22023,2018,18-64 Years at Increased Risk,Overall,30.4,28.4 to 32.6,
Pneumococcal,Counties,Camp,48063,2018,18-64 Years at Increased Risk,Overall,27.4,26.0 to 28.8,
Pneumococcal,Counties,Campbell,21037,2018,18-64 Years at Increased Risk,Overall,34.0,32.0 to 35.9,
Pneumococcal,Counties,Campbell,46021,2018,18-64 Years at Increased Risk,Overall,35.0,32.5 to 37.8,
Pneumococcal,Counties,Campbell,47013,2018,18-64 Years at Increased Risk,Overall,30.4,28.2 to 32.6,
Pneumococcal,Counties,Campbell,51031,2018,18-64 Years at Increased Risk,Overall,32.1,30.5 to 33.8,
Pneumococcal,Counties,Campbell,56005,2018,18-64 Years at Increased Risk,Overall,26.4,24.9 to 28.1,
Pneumococcal,Counties,Canadian,40017,2018,18-64 Years at Increased Risk,Overall,34.1,32.5 to 35.8,
Pneumococcal,Counties,Candler,13043,2018,18-64 Years at Increased Risk,Overall,24.8,23.3 to 26.3,
Pneumococcal,Counties,Cannon,47015,2018,18-64 Years at Increased Risk,Overall,30.1,28.1 to 32.2,
Pneumococcal,Counties,Canyon,16027,2018,18-64 Years at Increased Risk,Overall,31.9,30.4 to 33.3,
Pneumococcal,Counties,Cape Girardeau,29031,2018,18-64 Years at Increased Risk,Overall,32.1,30.2 to 34.1,
Pneumococcal,Counties,Cape May,34009,2018,18-64 Years at Increased Risk,Overall,32.5,30.6 to 34.5,
Pneumococcal,Counties,Carbon,30009,2018,18-64 Years at Increased Risk,Overall,34.5,32.3 to 36.7,
Pneumococcal,Counties,Carbon,42025,2018,18-64 Years at Increased Risk,Overall,33.2,31.0 to 35.5,
Pneumococcal,Counties,Carbon,49007,2018,18-64 Years at Increased Risk,Overall,30.9,29.3 to 32.5,
Pneumococcal,Counties,Carbon,56007,2018,18-64 Years at Increased Risk,Overall,28.8,27.2 to 30.4,
Pneumococcal,Counties,Caribou,16029,2018,18-64 Years at Increased Risk,Overall,28.7,26.9 to 30.7,
Pneumococcal,Counties,Carlisle,21039,2018,18-64 Years at Increased Risk,Overall,29.5,27.4 to 31.7,
Pneumococcal,Counties,Carlton,27017,2018,18-64 Years at Increased Risk,Overall,29.6,27.9 to 31.3,
Pneumococcal,Counties,Caroline,24011,2018,18-64 Years at Increased Risk,Overall,30.5,29.0 to 31.9,
Pneumococcal,Counties,Caroline,51033,2018,18-64 Years at Increased Risk,Overall,28.7,27.3 to 30.1,
Pneumococcal,Counties,Carroll,05015,2018,18-64 Years at Increased Risk,Overall,30.4,28.6 to 32.2,
Pneumococcal,Counties,Carroll,13045,2018,18-64 Years at Increased Risk,Overall,26.1,24.5 to 27.5,
Pneumococcal,Counties,Carroll,17015,2018,18-64 Years at Increased Risk,Overall,30.9,28.7 to 33.0,
Pneumococcal,Counties,Carroll,18015,2018,18-64 Years at Increased Risk,Overall,29.7,27.6 to 31.8,
Pneumococcal,Counties,Carroll,19027,2018,18-64 Years at Increased Risk,Overall,33.6,31.5 to 35.8,
Pneumococcal,Counties,Carroll,21041,2018,18-64 Years at Increased Risk,Overall,29.9,27.8 to 31.8,
